device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Meizu 32,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,5.010768619,5.992014396
Meizu 33,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3235.0,135.0,2017,801,3.947969132,4.935768059
Meizu 34,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,4.374876131,5.346964663
Meizu 35,Android,12.75,yes,no,13.0,5.0,16.0,4.0,3000.0,143.0,2017,606,4.071417058,4.862057943
Meizu 36,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,4.508108473,5.246181612
Meizu 37,Android,12.88,yes,no,12.0,5.0,64.0,4.0,3400.0,158.0,2016,762,5.127825562,6.311226513
Meizu 38,Android,12.83,yes,no,16.0,5.0,16.0,4.0,3150.0,149.0,2016,718,4.30662937,5.236441963
Meizu 39,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2760.0,139.0,2016,908,4.065430552,5.076485455
Meizu 40,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,4.156693187,5.242804657
Meizu 41,Android,12.75,yes,no,12.0,5.0,64.0,4.0,3060.0,163.0,2016,1084,5.122236297,6.062272437
Meizu 42,Android,12.75,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,931,4.195395806,4.796946902
Meizu 43,Android,15.24,yes,no,13.0,5.0,64.0,4.0,3060.0,189.0,2016,757,4.814539304,5.599532453
Meizu 44,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3060.0,172.0,2016,704,4.565805462,5.397845909
Meizu 45,Android,12.83,yes,no,12.0,5.0,32.0,4.0,3060.0,155.0,2016,606,4.457134107,5.697898531
Meizu 46,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,4.151512235,4.784069226
Meizu 47,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,132.0,2016,869,4.104129863,4.864066907
Meizu 48,Android,12.75,yes,no,21.0,5.0,32.0,4.0,2560.0,160.0,2016,1063,4.923696642,6.014717099
Meizu 49,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3060.0,163.0,2016,959,4.55902153,5.195398313
Meizu 50,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3140.0,149.0,2015,966,4.428074948,5.14107859
Meizu 51,Android,12.88,yes,no,21.0,5.0,32.0,4.0,3050.0,168.0,2015,752,4.846546506,5.963296527
Meizu 52,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3095.0,131.0,2015,791,4.01259206,4.860122434
Meizu 53,Android,12.83,yes,no,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,4.794219064,5.341137364
Meizu 54,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3095.0,149.0,2015,725,4.568609931,5.304050898
Meizu 55,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3133.4,145.0,2014,986,4.177919486,4.863603658
Meizu 56,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2500.0,128.0,2015,629,4.388505601,4.604169686
Meizu 57,Android,12.83,yes,no,20.7,5.0,16.0,4.0,3133.4,158.0,2014,1043,4.878854749,5.990639207
Meizu 58,Android,13.61,yes,no,20.7,2.0,16.0,4.0,3133.4,147.0,2014,1007,4.742320024,5.826118095
Meizu 59,Android,12.73,no,no,8.0,2.0,16.0,4.0,2400.0,143.0,2013,878,4.688959712,5.914502506
Micromax 10,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,4.217004575,4.608962984
Micromax 11,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,162.0,2017,607,4.427716761,4.948334268
Micromax 12,Android,10.16,yes,no,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,3.122364924,3.907412393
Micromax 13,Android,12.83,yes,no,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,4.797607077,5.885270351
Micromax 14,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,3.886089623,4.084462562
Micromax 15,Android,12.83,yes,no,8.0,5.0,32.0,4.0,3000.0,151.0,2017,859,4.019980147,4.619960271
Micromax 16,Android,12.7,yes,no,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,3.971234865,4.510969391
Micromax 17,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,151.0,2017,808,3.804660487,4.38152651
Micromax 18,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,156.0,2016,901,3.798182189,4.257738109
Micromax 19,Android,10.16,yes,no,5.0,2.0,32.0,4.0,1600.0,159.0,2016,564,3.831680253,4.084462562
Micromax 20,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,4.050392675,4.277360322
Micromax 21,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,151.0,2016,562,3.948162052,4.374624305
Micromax 22,Android,15.24,yes,no,8.0,5.0,32.0,4.0,3000.0,159.0,2016,883,4.032823706,4.601362948
Micromax 23,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,159.0,2016,1026,3.71210758,3.90459549
Micromax 24,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,159.0,2016,999,4.182660643,4.272490748
Micromax 25,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,4.296060166,4.606669062
Micromax 26,Android,10.29,yes,no,5.0,5.0,32.0,4.0,1750.0,159.0,2016,962,3.909820582,4.615912283
Micromax 27,Android,12.83,no,no,8.0,5.0,16.0,4.0,2500.0,159.0,2016,1073,4.148674907,4.380650688
Micromax 28,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,159.0,2016,683,4.564035643,5.186211933
Micromax 29,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3000.0,162.0,2016,736,4.44370952,4.508438997
Micromax 30,Android,12.7,no,no,5.0,2.0,32.0,4.0,3000.0,143.0,2015,750,4.325985244,5.132085671
Micromax 31,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2100.0,128.0,2015,992,4.11887456,4.857328702
Micromax 32,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,1031,4.429387206,5.007831367
Micromax 33,Android,10.34,yes,no,8.0,5.0,32.0,4.0,2000.0,143.0,2015,704,4.037950562,4.506785284
Micromax 34,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,143.0,2015,725,4.378144107,4.802051894
Micromax 35,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2000.0,155.0,2015,567,3.965374181,4.07090533
Micromax 36,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2900.0,143.0,2015,747,4.477109516,5.122772794
Micromax 37,Android,12.83,no,no,13.0,5.0,32.0,4.0,2820.0,143.0,2015,925,4.401829262,5.016816153
Micromax 38,Android,12.7,no,no,13.0,2.0,32.0,4.0,2500.0,135.0,2015,669,3.993234261,4.50313746
Micromax 39,Android,7.75,no,no,1.3,0.3,16.0,4.0,1200.0,143.0,2015,731,3.189652966,3.67478053
Micromax 40,Android,12.7,no,no,8.0,5.0,32.0,4.0,2800.0,144.0,2015,1014,4.348728349,4.790985632
Micromax 41,Android,10.36,yes,no,8.0,5.0,16.0,4.0,2000.0,97.0,2015,898,4.573473099,5.524376663
Micromax 42,Android,20.32,no,no,5.0,2.0,32.0,4.0,4000.0,143.0,2015,625,3.829293358,4.882119872
Micromax 43,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2260.0,143.0,2015,794,4.169761202,5.437513932
Micromax 44,Android,10.29,no,no,5.0,2.0,32.0,4.0,1700.0,136.0,2015,624,3.58850648,4.513931706
Micromax 45,Android,15.24,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,675,4.249637447,4.93842296
Micromax 46,Android,12.7,no,no,13.0,5.0,16.0,4.0,2400.0,143.0,2015,810,4.437934267,5.007229501
Micromax 47,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,143.0,2015,1064,3.817492522,4.704291277
Micromax 48,Android,12.83,no,no,5.0,0.3,32.0,4.0,2820.0,143.0,2015,601,3.860940215,4.690338198
Micromax 49,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,134.0,2015,901,3.969348072,4.229749199
Micromax 50,Android,10.16,no,no,0.3,0.3,16.0,4.0,1200.0,123.0,2015,734,3.341447377,4.110217911
Micromax 51,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,170.0,2015,957,4.140273494,4.852342715
Micromax 52,Android,10.16,no,no,2.0,0.3,16.0,4.0,1450.0,143.0,2015,740,3.451890496,4.096176217
Micromax 53,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,143.0,2015,801,3.711863291,4.378018613
Micromax 54,Android,10.29,no,no,5.0,0.3,32.0,4.0,1700.0,143.0,2015,667,3.626738058,4.495690085
Micromax 55,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,146.5,2014,1052,3.444895237,4.071928523
Micromax 56,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2015,798,4.021953065,4.584559232
Micromax 57,Android,20.32,no,no,5.0,2.0,32.0,4.0,4400.0,310.5,2015,604,4.580775029,5.006225586
Micromax 58,Android,17.78,no,no,5.0,0.3,32.0,4.0,3200.0,306.0,2015,981,4.286478927,4.486724431
Micromax 59,Android,10.34,no,no,13.0,13.0,16.0,4.0,2300.0,138.0,2014,575,4.71088064,5.47884565
Micromax 60,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,954,3.875359021,5.011235114
Micromax 61,Android,10.34,no,no,8.0,5.0,32.0,4.0,2000.0,123.0,2014,672,4.091674334,5.005689752
Micromax 62,Android,10.29,no,no,5.0,2.0,16.0,4.0,1700.0,136.0,2014,920,3.425889994,4.368561384
Micromax 63,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,146.5,2014,871,4.213016092,5.137502866
Micromax 64,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,146.5,2014,1032,3.577947893,4.23757873
Micromax 65,Android,12.83,no,no,8.0,2.0,32.0,4.0,2350.0,146.0,2014,1066,4.343935284,4.934761662
Micromax 66,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2014,1054,3.819249605,5.134032172
Micromax 67,Android,10.16,no,no,5.0,0.3,16.0,4.0,1750.0,146.5,2014,1050,3.629394807,4.503026712
Micromax 68,Android,12.83,no,no,16.0,5.0,32.0,4.0,2300.0,146.5,2014,756,4.812428228,5.710791189
Micromax 69,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,146.5,2014,668,3.891820298,4.800819203
Micromax 70,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1500.0,146.5,2014,855,3.749033377,4.366151286
Micromax 71,Android,10.16,no,no,2.0,0.3,16.0,4.0,2100.0,146.5,2014,730,3.526360525,4.072098953
Micromax 72,Android,10.34,no,no,5.0,2.0,16.0,4.0,2000.0,158.0,2014,797,3.854817532,4.500476115
Micromax 73,Android,12.7,no,no,5.0,0.3,16.0,4.0,1900.0,180.0,2014,759,3.677565694,4.506012614
Micromax 74,Others,5.28,no,no,0.3,2.0,16.0,4.0,3000.0,146.5,2014,664,2.351375257,2.989211057
Micromax 75,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,159.0,2014,791,4.178379291,4.805413517
Micromax 76,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,168.0,2014,584,4.057334737,4.71115051
Micromax 77,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,202.0,2014,653,3.769998505,4.621437158
Micromax 78,Android,10.16,no,no,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,3.054944133,3.903587527
Micromax 79,Others,5.18,no,no,0.3,0.3,16.0,4.0,2800.0,260.0,2013,1037,2.383242996,2.949688335
Micromax 80,Others,5.16,no,no,0.3,0.3,16.0,4.0,1800.0,118.0,2013,868,2.753023567,2.940747965
Micromax 81,Android,12.7,no,no,8.0,2.0,16.0,4.0,1900.0,146.5,2014,633,3.898532415,5.240370407
Micromax 82,Android,7.75,no,no,1.3,2.0,512.0,0.25,1500.0,146.5,2014,876,2.96784707,3.899342952
Micromax 83,Android,12.7,no,no,16.0,8.0,32.0,4.0,2350.0,154.0,2014,888,4.509649984,5.47884565
Micromax 84,Android,10.34,no,no,8.0,5.0,16.0,4.0,1800.0,110.0,2014,883,3.958333908,5.141312618
Micromax 85,Android,10.29,no,no,5.0,5.0,16.0,4.0,1800.0,147.0,2014,635,3.715764783,4.600459106
Micromax 86,Android,15.24,no,no,8.0,5.0,16.0,4.0,2450.0,180.0,2014,983,4.172385267,5.127469732
Micromax 87,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,147.0,2013,613,4.285240366,5.007630785
Micromax 88,Android,10.16,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1015,3.205587931,4.097506226
Micromax 89,Android,12.7,no,no,5.0,0.3,16.0,4.0,3000.0,118.0,2013,769,3.592093185,4.506012614
Micromax 90,Android,12.7,no,no,12.0,2.0,16.0,4.0,2000.0,118.0,2013,692,4.154027564,5.187832633
Micromax 91,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,118.0,2013,723,4.546693256,5.483343596
Micromax 92,Android,20.32,no,no,5.0,2.0,16.0,4.0,4800.0,118.0,2013,1032,4.344324767,5.143941661
Micromax 93,Android,10.29,no,no,5.0,0.3,16.0,4.0,1500.0,118.0,2013,793,3.654029177,4.505239347
Micromax 94,Android,10.29,no,no,2.0,0.3,16.0,4.0,1850.0,118.0,2013,577,3.248046202,4.098336583
Micromax 95,Android,12.88,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,1047,4.447580265,5.436120871
Micromax 96,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,781,3.845883203,4.694919478
Micromax 97,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,158.0,2013,965,4.023922098,5.429214041
Micromax 98,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,118.0,2013,956,3.747619949,4.706010501
Micromax 99,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,164.0,2013,823,4.058199116,5.191010514
Micromax 100,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,108.0,2013,603,2.715356776,3.003204288
Micromax 101,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,98.6,2013,748,2.346601978,3.020424886
Micromax 102,Others,5.23,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,596,2.714694744,2.955430977
Micromax 103,Others,5.18,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,694,2.691243083,3.045474365
Micromax 104,Others,5.13,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,1016,2.935982269,3.725693427
Micromax 105,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,92.0,2013,946,2.267993648,3.406848053
Micromax 106,Android,12.78,no,no,8.0,2.0,16.0,4.0,2100.0,168.0,2013,780,4.249780131,5.248706866
Micromax 107,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,370.0,2013,706,4.336375289,4.865455368
Micromax 108,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,323.0,2013,726,4.242045918,4.79974964
Micromax 109,Android,17.78,no,no,2.0,0.3,16.0,4.0,2000.0,118.0,2013,645,3.742894042,4.58394655
Micromax 110,Android,12.7,no,no,3.15,0.3,16.0,4.0,2000.0,186.0,2013,1025,3.867443962,4.49635928
Micromax 111,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,149.1,2013,969,3.969348072,4.774659764
Micromax 112,Android,7.75,no,no,3.15,0.3,16.0,4.0,2000.0,109.0,2013,833,3.134624272,4.237145361
Micromax 113,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1008,3.137665769,4.217004575
Micromax 114,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,667,3.839022113,5.011901159
Micromax 115,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2013,669,3.814189645,5.431930006
Micromax 116,Android,10.08,no,no,3.15,0.3,1024.0,4.0,1450.0,118.0,2013,836,3.437207819,4.503912354
Microsoft 0,Windows,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,122.0,2016,961,4.033532423,5.008900457
Microsoft 1,Windows,12.88,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,931,4.959552504,5.85555891
Microsoft 2,Windows,12.88,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,820,4.910151756,5.853494748
Microsoft 3,Windows,12.75,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,692,4.844738116,5.632358078
Microsoft 4,Windows,12.75,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,751,4.684443367,5.635896134
Microsoft 5,Windows,10.34,yes,no,5.0,2.0,32.0,4.0,2100.0,141.9,2015,790,3.818591061,4.498364182
Microsoft 6,Windows,12.7,no,no,8.0,5.0,32.0,4.0,2200.0,152.0,2015,965,3.964615456,4.611847841
Microsoft 7,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1500.0,127.9,2015,890,3.385745277,4.237145361
Microsoft 8,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,823,4.428671642,5.306335138
Microsoft 9,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,956,4.195245147,5.297116646
Microsoft 10,Windows,12.88,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,949,4.249352018,5.130785895
Microsoft 11,Windows,12.88,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,937,4.458408805,5.143474781
Microsoft 12,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,874,4.248066579,5.019661105
Microsoft 13,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,564,4.277499105,4.786741461
Microsoft 14,Windows,12.7,no,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,1017,4.387884444,5.132970914
Microsoft 15,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,1083,3.805773206,4.509870006
Microsoft 16,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,696,3.682358237,4.489871562
Microsoft 17,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1560.0,134.1,2015,670,3.581015808,4.261834449
Microsoft 18,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1560.0,134.1,2015,708,3.640214282,4.228438297
Microsoft 19,Windows,12.7,no,no,5.0,5.0,32.0,4.0,1905.0,146.0,2014,683,3.808438689,4.381026134
Microsoft 20,Windows,12.7,no,no,5.0,5.0,32.0,4.0,1905.0,146.0,2014,1089,3.930059368,4.382151627
Microsoft 21,Windows,25.55,no,no,5.0,3.5,32.0,4.0,3133.4,675.9,2013,931,5.230573714,5.802752615
Motorola 4,Android,15.29,yes,no,13.0,12.0,64.0,4.0,3000.0,176.0,2019,390,4.71124045,5.697663794
Motorola 5,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3000.0,172.0,2019,368,4.705829669,5.522380495
Motorola 6,Android,15.29,yes,no,12.0,8.0,64.0,4.0,5000.0,193.0,2019,280,4.670021158,5.346535939
Motorola 7,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,149.0,2019,496,4.267316996,5.010635294
Motorola 8,Android,12.93,yes,no,12.0,8.0,64.0,4.0,3000.0,162.0,2018,447,4.49110523,5.389619525
Motorola 9,Android,15.29,yes,no,12.0,12.0,64.0,4.0,5000.0,205.0,2018,373,4.673296015,5.593595516
Motorola 10,Android,15.27,yes,no,12.0,8.0,128.0,4.0,3000.0,156.0,2018,706,4.430578675,5.990313885
Motorola 11,Android,14.83,yes,no,8.0,5.0,16.0,4.0,3100.0,168.5,2018,660,3.95623126,4.698296164
Motorola 12,Android,12.75,yes,no,8.0,5.0,16.0,4.0,2800.0,150.0,2018,598,4.161068194,4.400357591
Motorola 13,Android,15.24,yes,no,12.0,5.0,32.0,4.0,5000.0,196.6,2018,634,4.337552145,5.075861079
Motorola 14,Android,12.88,yes,no,13.0,5.0,16.0,4.0,4000.0,174.0,2018,426,4.369068034,5.010635294
Motorola 15,Android,12.88,yes,no,13.0,5.0,32.0,4.0,4000.0,175.0,2018,533,4.297421451,5.015291106
Motorola 16,Android,15.29,yes,no,12.0,12.0,64.0,4.0,3000.0,170.0,2018,438,5.042650624,5.763277046
Motorola 17,Android,12.93,yes,no,12.0,8.0,64.0,4.0,3200.0,167.0,2018,567,4.464988155,5.563447035
Motorola 18,Android,12.88,yes,no,12.0,8.0,64.0,4.0,3000.0,167.0,2018,561,4.492673155,5.198054945
Motorola 19,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,564,4.849527134,5.302857047
Motorola 20,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3000.0,168.0,2017,821,4.657857508,5.073109185
Motorola 21,Android,12.75,yes,no,16.0,5.0,32.0,4.0,3000.0,157.0,2017,573,4.278470047,5.002334269
Motorola 22,Android,12.83,yes,no,12.0,5.0,64.0,4.0,2730.0,143.0,2017,558,4.831907273,5.765253797
Motorola 23,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,198.0,2017,874,4.319752215,4.702750514
Motorola 24,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2800.0,151.0,2017,666,4.180828022,5.01422883
Motorola 25,Android,12.83,yes,no,12.0,5.0,64.0,4.0,3000.0,145.0,2017,842,4.240607069,5.443629098
Motorola 26,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,162.0,2017,746,3.823847315,4.800078858
Motorola 27,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2350.0,154.0,2017,803,4.052654135,4.613832559
Motorola 28,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,155.0,2017,873,4.471410196,5.480763916
Motorola 29,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,4.277082699,5.012367127
Motorola 30,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3050.0,163.0,2016,554,4.711779921,5.245760116
Motorola 31,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3500.0,153.5,2016,917,4.28689144,4.87557893
Motorola 32,Android,12.83,yes,no,16.0,5.0,32.0,4.0,3510.0,165.0,2016,904,4.318687394,5.396305775
Motorola 33,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2800.0,140.6,2016,659,4.156379953,4.60736777
Motorola 34,Android,12.83,yes,no,21.0,5.0,32.0,4.0,3500.0,163.0,2016,1041,4.434144589,5.593744369
Motorola 35,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2600.0,136.0,2016,694,4.592186258,5.39838892
Motorola 36,Android,12.83,yes,no,16.0,5.0,64.0,4.0,3000.0,155.0,2016,827,4.566741159,5.065565301
Motorola 37,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,155.0,2016,667,4.481419379,4.876951509
Motorola 38,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2800.0,137.0,2016,563,3.91939576,4.87504464
Motorola 39,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2470.0,155.0,2015,833,4.105943698,5.629094847
Motorola 40,Android,12.8,yes,no,21.0,5.0,32.0,4.0,3760.0,169.0,2015,582,4.560695696,5.634611016
Motorola 41,Android,12.8,yes,no,21.0,5.0,32.0,4.0,3760.0,170.1,2015,905,4.580365067,5.795328001
Motorola 42,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,749,4.517540436,5.703315699
Motorola 43,Android,12.88,yes,no,21.0,5.0,16.0,4.0,2390.0,179.0,2015,1020,4.893277168,5.562833161
Motorola 44,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,694,4.485034385,5.520900761
Motorola 45,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,586,4.492225427,5.47495614
Motorola 46,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2470.0,155.0,2015,820,4.517867858,5.13732668
Motorola 47,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2470.0,155.0,2015,608,4.362588941,5.137385412
Motorola 48,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2390.0,145.0,2015,579,3.949704072,4.603568905
Motorola 49,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2390.0,145.0,2015,842,3.546739687,4.883634909
Motorola 50,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2390.0,155.0,2015,863,4.253767036,5.34834486
Motorola 51,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2390.0,155.0,2015,613,3.844814256,5.47976354
Motorola 52,Android,12.75,yes,no,21.0,2.0,64.0,4.0,3900.0,176.0,2014,768,4.396052806,5.705381196
Motorola 53,Android,12.75,yes,no,21.0,2.0,32.0,4.0,3900.0,169.0,2014,564,4.911624944,5.666045993
Motorola 54,Android,15.14,yes,no,13.0,2.0,32.0,4.0,3220.0,184.0,2014,739,4.312140507,6.041254212
Motorola 55,Android,12.75,yes,no,13.0,2.0,16.0,4.0,2300.0,144.0,2014,572,4.529799879,5.773370724
Motorola 56,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,149.0,2014,808,4.145829505,5.293907658
Motorola 57,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,149.0,2014,1072,4.03653888,5.07704706
Motorola 58,Android,10.29,yes,no,5.0,1.3,32.0,4.0,2070.0,143.0,2014,927,4.251205851,5.079974772
Motorola 59,Android,10.24,yes,no,8.0,0.3,32.0,4.0,2000.0,125.9,2014,634,3.606041176,5.473572347
Motorola 60,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,959,3.874736421,4.621437158
Motorola 61,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,979,3.965184554,4.488186831
Motorola 62,Android,10.29,no,no,5.0,1.3,32.0,4.0,2070.0,143.0,2014,821,3.958333908,4.939210897
Motorola 63,Android,10.29,no,no,5.0,1.3,32.0,4.0,2070.0,143.0,2013,643,4.148359151,4.870453263
Motorola 64,Android,10.34,yes,no,10.0,2.0,16.0,4.0,2200.0,130.0,2013,757,3.773909703,5.520540494
Motorola 65,Android,12.7,yes,no,10.0,2.0,16.0,4.0,2130.0,137.0,2013,607,4.245204118,5.524655809
Motorola 66,Android,12.7,yes,no,10.0,2.0,16.0,4.0,3500.0,167.0,2013,715,4.122770036,5.394309132
Motorola 67,Android,10.24,yes,no,10.0,2.0,16.0,4.0,2000.0,130.0,2013,1044,4.292375413,5.196118514
Motorola 68,Android,10.16,no,no,8.0,1.2,16.0,4.0,2000.0,120.0,2013,944,4.488524004,5.43838361
Motorola 69,Android,7.75,no,no,5.0,2.0,16.0,4.0,1785.0,110.0,2013,667,3.542696944,5.020387586
Others 298,Android,7.65,yes,no,5.0,0.3,32.0,4.0,1900.0,171.8,2013,739,4.461415282,5.792952631
Nokia 16,Android,16.23,yes,no,5.0,16.0,128.0,4.0,3500.0,180.0,2019,188,4.620551288,5.671121532
Nokia 17,Android,15.21,yes,no,5.0,20.0,128.0,4.0,3320.0,172.0,2019,294,5.192956851,6.42923549
Nokia 18,Android,14.5,yes,no,5.0,8.0,32.0,4.0,3000.0,161.0,2019,492,4.25177557,5.004214726
Nokia 19,Android,15.9,yes,no,13.0,5.0,32.0,4.0,4000.0,181.0,2019,317,4.579339426,4.861284189
